TASK_ID,fraction_positive_train,fraction_positive_test,fraction_positive_test_std,fraction_positive_train_std,16_train,32_train,64_train,128_train
CHEMBL2219358,0.5,0.49245904432821336,0.0,0.0,0.719+/-0.081,0.756+/-0.044,0.73+/-0.058,0.782+/-0.081
CHEMBL2219359,0.482421875,0.47776355130602166,0.0,0.0,0.627+/-0.055,0.668+/-0.025,0.643+/-0.024,0.697+/-0.063
CHEMBL2219363,0.5,0.49245904432821336,0.0,0.0,0.685+/-0.072,0.719+/-0.054,0.692+/-0.07,0.66+/-0.088
CHEMBL2219366,0.5,0.49245904432821336,0.0,0.0,0.734+/-0.027,0.747+/-0.026,0.734+/-0.031,0.71+/-0.056
CHEMBL2219375,0.494140625,0.48868599468282325,0.0,0.0,0.771+/-0.047,0.8+/-0.048,0.713+/-0.025,0.742+/-0.075
CHEMBL2219389,0.5,0.49245904432821336,0.0,0.0,0.82+/-0.023,0.816+/-0.034,0.812+/-0.049,0.807+/-0.052
CHEMBL2219399,0.4609375,0.4606816399624484,0.0,0.0,0.57+/-0.042,0.577+/-0.028,0.622+/-0.041,0.668+/-0.098
CHEMBL2219404,0.482421875,0.47776355130602166,0.0,0.0,0.812+/-0.077,0.826+/-0.032,0.808+/-0.025,0.865+/-0.065
CHEMBL2219407,0.482421875,0.47776355130602166,0.0,0.0,0.663+/-0.036,0.645+/-0.025,0.627+/-0.045,0.647+/-0.113
CHEMBL2219408,0.4765625,0.47399050166063156,0.0,0.0,0.659+/-0.071,0.662+/-0.045,0.668+/-0.027,0.777+/-0.102
CHEMBL2354305,0.5,0.5,0.0,0.0,0.563+/-0.047,0.582+/-0.058,0.593+/-0.03,0.617+/-0.072
CHEMBL3214944,0.5,0.4980553478059605,0.0,0.0,0.596+/-0.076,0.622+/-0.04,0.659+/-0.044,0.67+/-0.029
CHEMBL3431930,0.5,0.5,0.0,0.0,0.872+/-0.008,0.873+/-0.012,0.859+/-0.012,0.856+/-0.008
CHEMBL3431932,0.5,0.4987309937095379,0.0,0.0,0.787+/-0.009,0.789+/-0.011,0.793+/-0.01,0.78+/-0.012
CHEMBL3431933,0.5,0.5,0.0,0.0,0.567+/-0.041,0.592+/-0.032,0.598+/-0.031,0.615+/-0.024
CHEMBL3705334,0.5,0.4879740100910239,0.0,0.0,0.703+/-0.045,0.726+/-0.029,0.728+/-0.053,0.728+/-0.138
CHEMBL3705469,0.5,0.4920812032586027,0.0,0.0,0.582+/-0.095,0.643+/-0.048,0.635+/-0.081,0.675+/-0.1
CHEMBL3705476,0.5,0.49833554333349656,0.0,0.0,0.547+/-0.038,0.58+/-0.024,0.582+/-0.021,0.584+/-0.02
CHEMBL3706128,0.392578125,0.3961389455667898,0.0,0.0,0.494+/-0.072,0.522+/-0.07,0.525+/-0.058,0.52+/-0.065
CHEMBL3706356,0.5,0.49776638197306866,0.0,0.0,0.777+/-0.04,0.771+/-0.03,0.793+/-0.019,0.793+/-0.028
CHEMBL3707557,0.5,0.5,0.0,0.0,0.879+/-0.025,0.899+/-0.033,0.926+/-0.031,0.919+/-0.11
CHEMBL3707738,0.498046875,0.4928351601329778,0.0,0.0,0.616+/-0.08,0.655+/-0.062,0.677+/-0.071,0.765+/-0.087
CHEMBL3707783,0.5,0.5,0.0,0.0,0.796+/-0.03,0.774+/-0.046,0.777+/-0.028,0.746+/-0.074
CHEMBL3887295,0.5,0.4969951853086967,0.0,0.0,0.557+/-0.045,0.579+/-0.037,0.59+/-0.034,0.602+/-0.036
CHEMBL3887333,0.5,0.5,0.0,0.0,0.818+/-0.04,0.831+/-0.042,0.826+/-0.035,0.832+/-0.026
CHEMBL3887334,0.5,0.5,0.0,0.0,0.62+/-0.051,0.624+/-0.027,0.642+/-0.041,0.657+/-0.034
CHEMBL3887759,0.5,0.49869055169190596,0.0,0.0,0.582+/-0.055,0.624+/-0.028,0.641+/-0.022,0.638+/-0.024
CHEMBL3888181,0.5,0.4965357092688114,0.0,0.0,0.595+/-0.041,0.627+/-0.048,0.636+/-0.044,0.638+/-0.072
CHEMBL3888461,0.5,0.49439273006475243,0.0,0.0,0.672+/-0.046,0.69+/-0.03,0.688+/-0.037,0.661+/-0.058
CHEMBL4005586,0.498046875,0.4964063107335221,0.0,0.0,0.571+/-0.063,0.561+/-0.055,0.583+/-0.043,0.508+/-0.044
CHEMBL4133035,0.5,0.5,0.0,0.0,0.556+/-0.077,0.587+/-0.06,0.594+/-0.035,0.596+/-0.05
CHEMBL641707,0.314453125,0.3153262353262353,0.0,0.0,0.573+/-0.108,0.55+/-0.075,0.609+/-0.052,0.611+/-0.12
CHEMBL657032,0.5,0.4920812032586027,0.0,0.0,0.944+/-0.024,0.95+/-0.019,0.952+/-0.012,0.958+/-0.026
CHEMBL663407,0.5,0.5,0.0,0.0,0.782+/-0.031,0.792+/-0.03,0.794+/-0.045,0.802+/-0.146
CHEMBL819742,0.5,0.5,0.0,0.0,0.84+/-0.031,0.822+/-0.029,0.861+/-0.031,0.856+/-0.067
CHEMBL915809,0.458984375,0.46851511911171495,0.0,0.0,0.824+/-0.034,0.848+/-0.018,0.841+/-0.037,0.865+/-0.049
CHEMBL924949,0.498046875,0.4925380175380175,0.0,0.0,0.782+/-0.038,0.805+/-0.054,0.818+/-0.063,0.797+/-0.117
